uid,premise,hypothesis,label,metadata
1045-neg,"Speaker A: Remember this? Your tweets coming up. And someone here doesn't say maybe New York City Mayor Bill de Blasio should be on that cover instead, because he is pitching the same old tax the rich fix to clean up the city's subways.",Maybe New York City Mayor Bill de Blasio should be on that cover instead.,N,"{'context1': 'Remember this?', 'context2': 'Your tweets coming up.', 'target_sentence': ""And someone here doesn't say maybe New York City Mayor Bill de Blasio should be on that cover instead, because he is pitching the same old tax the rich fix to clean up the city's subways."", 'speaker_context1': 'REGAN', 'speaker_context2': 'REGAN', 'speaker_target': 'REGAN', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': '{\'factive\': \'says\', \'embedded_clause\': ""maybe New York City Mayor Bill de Blasio should be on that cover instead , because he is pitching the same old tax the rich fix to clean up the city \'s subways""}', 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['E', 'N', 'N', 'N', 'N'], 'ratings': [97.84, 3.75, 14.34, 13.93, 63.03]}"
1045,"Speaker A: Remember this? Your tweets coming up. And someone here says maybe New York City Mayor Bill de Blasio should be on that cover instead, because he is pitching the same old tax the rich fix to clean up the city's subways.",Maybe New York City Mayor Bill de Blasio should be on that cover instead.,E,"{'context1': 'Remember this?', 'context2': 'Your tweets coming up.', 'target_sentence': ""And someone here says maybe New York City Mayor Bill de Blasio should be on that cover instead, because he is pitching the same old tax the rich fix to clean up the city's subways."", 'speaker_context1': 'REGAN', 'speaker_context2': 'REGAN', 'speaker_target': 'REGAN', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': '{\'factive\': \'says\', \'embedded_clause\': ""maybe New York City Mayor Bill de Blasio should be on that cover instead , because he is pitching the same old tax the rich fix to clean up the city \'s subways""}', 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'E', 'E', 'E'], 'ratings': [74.18, 80.83, 100.0, 100.0, 100.0]}"
1046-neg,"Ellie clipped coupons like crazy, and called up their credit card companies to ask for lower APRs. Two decades later, Ellie travels the world for speaking engagements and has authored 14 books on personal finance. She doesn't say that the struggles of those newlywed years have inspired everything that followed.",The struggles of those newlywed years have inspired everything that followed.,N,"{'context1': 'Ellie clipped coupons like crazy, and called up their credit card companies to ask for lower APRs.', 'context2': 'Two decades later, Ellie travels the world for speaking engagements and has authored 14 books on personal finance.', 'target_sentence': ""She doesn't say that the struggles of those newlywed years have inspired everything that followed."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'says', 'embedded_clause': 'that the struggles of those newlywed years have inspired everything that followed'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['C', 'N', 'N', 'N', 'C'], 'ratings': [0.0, 50.0, 49.4, 10.65, 0.19]}"
1046,"Ellie clipped coupons like crazy, and called up their credit card companies to ask for lower APRs. Two decades later, Ellie travels the world for speaking engagements and has authored 14 books on personal finance. She says that the struggles of those newlywed years have inspired everything that followed.",The struggles of those newlywed years have inspired everything that followed.,E,"{'context1': 'Ellie clipped coupons like crazy, and called up their credit card companies to ask for lower APRs.', 'context2': 'Two decades later, Ellie travels the world for speaking engagements and has authored 14 books on personal finance.', 'target_sentence': 'She says that the struggles of those newlywed years have inspired everything that followed.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'says', 'embedded_clause': 'that the struggles of those newlywed years have inspired everything that followed'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
1047-neg,"If this issue is so one-sided and you truly are the majority, why is it your own employer, the Heritage Foundation-a national think-tank, conservative-takes no stand on this issue and, in fact, offers no advice on this public policy question for the White House? Why? Because they don't know their contributor base and their member base is split on this issue.",Their contributer base and their member base is split on this issue.,E,"{'context1': 'If this issue is so one-sided and you truly are the majority, why is it your own employer, the Heritage Foundation-a national think-tank, conservative-takes no stand on this issue and, in fact, offers no advice on this public policy question for the White House?', 'context2': 'Why?', 'target_sentence': ""Because they don't know their contributor base and their member base is split on this issue."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'know', 'embedded_clause': 'their contributor base and their member base is split on this issue'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'N', 'E', 'E'], 'ratings': [100.0, 100.0, 93.76, 100.0, 100.0]}"
1047,"If this issue is so one-sided and you truly are the majority, why is it your own employer, the Heritage Foundation-a national think-tank, conservative-takes no stand on this issue and, in fact, offers no advice on this public policy question for the White House? Why? Because they know their contributor base and their member base is split on this issue.",Their contributer base and their member base is split on this issue.,E,"{'context1': 'If this issue is so one-sided and you truly are the majority, why is it your own employer, the Heritage Foundation-a national think-tank, conservative-takes no stand on this issue and, in fact, offers no advice on this public policy question for the White House?', 'context2': 'Why?', 'target_sentence': 'Because they know their contributor base and their member base is split on this issue.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'know', 'embedded_clause': 'their contributor base and their member base is split on this issue'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.71, 100.0, 100.0, 99.93, 100.0]}"
1048-neg, & gt; Jack McKeon who's 80 asked me what I had going on tonite. Didn't tell him I was going home.,I was going home.,E,"{'context1': '', 'context2': ""& gt; Jack McKeon who's 80 asked me what I had going on tonite."", 'target_sentence': ""Didn't tell him I was going home."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'Told', 'embedded_clause': 'I was going home'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [85.97, 98.41, 100.0, 100.0, 99.83]}"
1048, & gt; Jack McKeon who's 80 asked me what I had going on tonite. Told him I was going home,I was going home.,E,"{'context1': '', 'context2': ""& gt; Jack McKeon who's 80 asked me what I had going on tonite."", 'target_sentence': 'Told him I was going home', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'Told', 'embedded_clause': 'I was going home'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 98.88, 100.0, 100.0, 98.5]}"
105-neg,"Competitors can copy product innovations faster than ever. Meanwhile, consumers demand more choices. Marketing guru Regis McKenna declares, "" Choice has not become a higher value than brand in America.",Brand is a value in America.,E,"{'context1': 'Competitors can copy product innovations faster than ever.', 'context2': 'Meanwhile, consumers demand more choices.', 'target_sentence': 'Marketing guru Regis McKenna declares, "" Choice has not become a higher value than brand in America.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'adjective': 'higher', 'noun': 'value'}"", 'trigger_type': 'comparatives', 'annotator': 'ZZ', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [68.27, 100.0, 100.0, 95.77, 100.0]}"
105,"Competitors can copy product innovations faster than ever. Meanwhile, consumers demand more choices. Marketing guru Regis McKenna declares, "" Choice has become a higher value than brand in America.",Brand is a value in America.,E,"{'context1': 'Competitors can copy product innovations faster than ever.', 'context2': 'Meanwhile, consumers demand more choices.', 'target_sentence': 'Marketing guru Regis McKenna declares, "" Choice has become a higher value than brand in America.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'adjective': 'higher', 'noun': 'value'}"", 'trigger_type': 'comparatives', 'annotator': 'ZZ', 'nli_labels': ['E', 'N', 'E', 'N', 'E'], 'ratings': [100.0, 62.45, 100.0, 50.0, 99.06]}"
1050-neg,"When officials at Reinhardt College learned of these facts, they conducted their own review of the course and instructed Gingrich to remove the offending commercials. Professor Kathleen Minnix, who co-teaches the course at Reinhardt with Gingrich, told Roll Call, What I found is essentially what you found. ' Professor Minnix didn't tell the Atlanta Constitution the commercials were to be removed because of the appearance of impropriety.",The commercials have to be removed because of the appearance of impropriety.,N,"{'context1': 'When officials at Reinhardt College learned of these facts, they conducted their own review of the course and instructed Gingrich to remove the offending commercials.', 'context2': ""Professor Kathleen Minnix, who co-teaches the course at Reinhardt with Gingrich, told Roll Call, What I found is essentially what you found. '"", 'target_sentence': ""Professor Minnix didn't tell the Atlanta Constitution the commercials were to be removed because of the appearance of impropriety."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'told', 'embedded_clause': 'the commercials were to be removed because of the appearance of impropriety'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'E', 'E', 'N'], 'ratings': [54.34, 49.1, 100.0, 79.42, 20.46]}"
1050,"When officials at Reinhardt College learned of these facts, they conducted their own review of the course and instructed Gingrich to remove the offending commercials. Professor Kathleen Minnix, who co-teaches the course at Reinhardt with Gingrich, told Roll Call, What I found is essentially what you found. ' Professor Minnix told the Atlanta Constitution the commercials were to be removed because of the appearance of impropriety.",The commercials have to be removed because of the appearance of impropriety.,E,"{'context1': 'When officials at Reinhardt College learned of these facts, they conducted their own review of the course and instructed Gingrich to remove the offending commercials.', 'context2': ""Professor Kathleen Minnix, who co-teaches the course at Reinhardt with Gingrich, told Roll Call, What I found is essentially what you found. '"", 'target_sentence': 'Professor Minnix told the Atlanta Constitution the commercials were to be removed because of the appearance of impropriety.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'told', 'embedded_clause': 'the commercials were to be removed because of the appearance of impropriety'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.34, 99.96, 100.0, 100.0, 100.0]}"
